index,id,txt,GRNB,FUND,IND,UNI,COR,MISC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1681,15721522,""The authors gratefully acknowledge that part of this work was supported by the Engineering and Physical Sciences Research Council (EPSRC) under Grant EP/I011056/1 and Platform Grant EP/H00453X/1, and EU Horizon 2020 Research and Innovation Action Framework Programme under Grant No 637302 (PROGRESS)."",EP/H00453X/1";EP/I011056/1;637302,Engineering and Physical Sciences Research Council (EPSRC);Platform Grant;EU Horizon 2020 Research and Innovation Action Framework Programme,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1682,15741953,This study was funded by AH's 4-year British Heat Foundation PhD Studentship at UCL (FS/13/59/30649).,FS/13/59/30649,,,AH's 4-year British Heat Foundation PhD Studentship at UCL,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1683,15741953,IT salary is funded by a programme grant from Cancer Research UK (CRUK; C1417/A22962).,C1417/A22962,Cancer Research UK,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1684,15741953,RW's salary was funded by Cancer Research UK for part of the preparation of this manuscript.,,Cancer Research UK,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1685,15741953,""The cost of developing the NRT2Quit app that was used as prompt in this study was covered by a grant from the Global Research Awards for Nicotine Dependence (GRAND 2013) Program funded by Pfizer, of which the principal investigator was Prof Tobias Raupach."",,,Tobias Raupach,,Pfizer,NRT2Quit";Global Research Awards for Nicotine Dependence (GRAND 2013) Program;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1686,15741953,""The funding bodies had no role in the study design, data analysis, or preparation of the present manuscript."",,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1687,15756438,""This research is partially supported by NSF of Jiangsu For Distinguished Young Scientist: BK20150030, NSFC with Nos. 61632010, 61232018, 61371118, China National Funds for Distinguished Young Scientists with Nos. 61625205, Key Research Program of Frontier Sciences, CAS, Nos. QYZDY-SSW-JSC002, 61402009, 61672038, 61520106007 and NSF ECCS-1247944, NSF CMMI 1436786, and NSF CNS 1526638."",61625205";61520106007;CMMI 1436786;BK20150030;QYZDY-SSW-JSC002;61632010;CNS 1526638;61402009;61371118;61232018;ECCS-1247944;"61672038,""China National Funds for Distinguished Young Scientists";Key Research Program of Frontier Sciences, CAS;NSF;NSF of Jiangsu For Distinguished Young Scientist;"NSFC"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1688,15769684,""The authors thank Scott Gilpatric, Chris Knittel, seminar participants at the University of Kentucky, the 2016 AERE conference and the 2016 EAERE conference, and two anonymous reviewers for very helpful comments and suggestions."",,,Scott Gilpatric";Chris Knittel,University of Kentucky,,2016 AERE conference;2016 EAERE conference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1689,15769684,""Thanks also go to the Institute for Policy Integrity at NYU, Michael Livermore and Howard Kunreuther for help designing and fielding the survey."",,,Michael Livermore";Howard Kunreuther,Institute for Policy Integrity at NYU,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1690,15769684,This research was funded in part through a grant from the Alfred P. Sloan Foundation (2013-10-38).,2013-10-38,Alfred P. Sloan Foundation,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1691,15773936,""This project is funded by U.S. National Science Foundation's Coastal SEES (Science, Engineering and Education for Sustainability) Program (Award #1427389)."",1427389,""U.S. National Science Foundation's Coastal SEES (Science, Engineering and Education for Sustainability) Program"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1692,15773936,All data are shown in figure format in the supporting information.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1693,15773936,Other format of raw data supporting the conclusions are available upon request of the first author or contact the manager of the Sediment Dynamics Lab in Department of Oceanography and Coastal Sciences of Louisiana State University.,,,,Louisiana State University;Sediment Dynamics Lab;Department of Oceanography and Coastal Sciences of Louisiana State University,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1694,15773936,We appreciate the help of field support group from Coastal Studies Institute in Louisiana State University.,,,,Coastal Studies Institute;Louisiana State University,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1695,15773936,Deep gratitude goes to Courtney Elliton and Haifei Yang who helped tripod deployments and retrievals in the field.,,,Courtney Elliton;Haifei Yang,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1696,15773936,We also thank the editor and three anonymous reviewers who provide many constructive suggestions and comments.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1697,15782784,""The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The study was funded by P50 CA095817-05 from the National Cancer Institute."",P50 CA095817-05,National Cancer Institute,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1698,15806797,""The research reported here was supported by National Institute of Health Grants NS-41298, HD-51852, HD-28413, HD-40967, HD-50662, and HD-65823, and Conte Center award MH-96889."",NS-41298";HD-50662;HD-28413;HD-40967;HD-65823;MH-96889;HD-51852,National Institute of Health;Conte Center award,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1699,15806797,""The invaluable contributions to the research described here by my long-time collaborators, Laura Glynn and Elysia Davis, is gratefully acknowledged."",,,Laura Glynn";Elysia Davis,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1700,15806797,""The tireless work of many postdocs and research assistants, especially Claudia Buss, Mariann Howland, Cheryl Crippen, Carol Holliday, Quetzal Class, Christina Canino Brown, Megan Faulkner, Kendra Leak, Amanda Appel, and Kevin Head, made these studies possible."",,,Claudia Buss";Mariann Howland;Cheryl Crippen;Carol Holliday;Quetzal Class;Christina Canino Brown;Megan Faulkner;Kendra Leak;Amanda Appel;Kevin Head,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1701,15806797,""I am forever grateful for the mentoring and friendship of Abba Kastin, who introduced me to the wide world of neuropeptides and the research environment of a laboratory chasing a major discovery."",,,Abba Kastin,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1702,15806797,""Finally, it is impossible to overestimate the critical contributions by the families who participated in the research program, often making as many as 15, 2- to 3-hr visits to the laboratory and sacrificing weekends and holidays to allow us to learn about the most critical period of human life."",,,,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1703,15814880,The authors would like to thank SIMTech-NUS Joint Lab on Precision Motion Systems (U12-R-024JL) for funding the project U13-R-036SU.,U12-R-024JL;U13-R-036SU,SIMTech-NUS Joint Lab on Precision Motion Systems,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1704,15814880,Dr Si-Lu Chen is supported by NSFC Grant (U1609206) in the co-authorship of the work.,U1609206,NSFC Grant,Si-Lu Chen,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1705,15824926,""We gratefully acknowledge comments by two anonymous referees, Marco Francesconi, and conference participants at the 31st Annual Conference of the European Society for Population Economics."",,European Society for Population Economics,Marco Francesconi,,,31st Annual Conference of the European Society for Population Economics";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1706,15824926,""This work was partially supported by the Research Council of Norway through its Centres of Excellence Scheme, FAIR project no. 262675, and by NORFACE-DIAL project no. 462-16-091."",462-16-091";262675,NORFACE-DIAL;FAIR project;Research Council of Norway,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1707,15845081,""This study was conducted in the Scientific Research Computing Center of the Moscow State University and largely supported by the Russian Foundation for Basic Research, project no. 17-17-01210."",17-17-01210,Russian Foundation for Basic Research,,Moscow State University,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1708,15845081,""The experimental measurements used in the study were supported by the Seventh Framework Program of the European Community, project no. 612642 (GHG-LAKE), and the Academy of Finland, project nos. 281196 (CarLAC), 307331 (Centre for Excellence), and 281255 (ICOS-FINLAND)."",281255";612642;281196;307331,Seventh Framework Program of the European Community,,Academy of Finland,,Centre for Excellence;GHG-LAKE;CarLAC;ICOS-FINLAND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1709,15854513,""Yujie Zhan's work on this article was supported in part by the Social Sciences and Humanities Research Council (SSHRC) Insight Development Grant, Canada (430-2012-0650)."",430-2012-0650,""Social Sciences and Humanities Research Council (SSHRC) Insight Development Grant, Canada"",Yujie Zhan,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1710,15854513,""This research was also supported in part by National Natural Science Foundation of China, Grant No. 31671121 and 91224008"",91224008";31671121,National Natural Science Foundation of China,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1711,15855610,This work was supported in part by the National Natural Science Foundation Program of China under Grant 61271250 and Grant 61571460 and in part by the National Postdoctoral Program for Innovative Talents under Grant 201700108.,201700108;61271250;61571460,National Postdoctoral Program for Innovative Talents;National Natural Science Foundation Program of China,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1712,15860435,""This work was supported in part by the National Natural Science Foundation of China under Grant 51605403, in part by the Natural Science Foundation of Guangdong Province, China, under Grant 2015A030310010, in part by the Natural Science Foundation of Fujian Province, China, under Grant 2016J01012, in part by the Natural Science Foundation of Shaanxi Province of China under Grant 2018JQ5106, and in part by the CAST-BISEE Innovation Fund under Grant CAST-BISEE2017-008."",2015A030310010";2016J01012;2018JQ5106;51605403;"CAST-BISEE2017-008,""Natural Science Foundation of Guangdong Province, China";Natural Science Foundation of Fujian Province, China;Natural Science Foundation of Shaanxi Province of China;National Natural Science Foundation of China;"CAST-BISEE Innovation Fund"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1713,15871235,This study was supported by a Health Labour Sciences Research grant (H27-Seisaku-Shitei-010).,H27-Seisaku-Shitei-010,Health Labour Sciences Research grant,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1714,15873673,""This work is supported by National Natural Science Foundation of China (Grant No. 61673347, U1609214)."",61673347";U1609214,National Natural Science Foundation of China,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1715,15917242,""Guillaume Cheikbossian (corresponding author) and Philippe Mahenc: Universite de Montpellier (LAMETA) & TSE, Montpellier, France."",,,Guillaume Cheikbossian";"Philippe Mahenc,Universite de Montpellier,,""TSE, Montpellier, France""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1716,15917242,We thank seminar participants in Montpellier and two anonymous referees for helpful comments and suggestions.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717,15917242,This research received funding from the French Agence nationale de la Recherche as part of the project GREENGO - New Tools for Environmental Governance: the role of NGOs - ANR-15-CE05-0008.,ANR-15-CE05-0008,French Agence nationale de la Recherche ,,,,project GREENGO - New Tools for Environmental Governance: the role of NGOs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1718,15917242,We thank Patrick Gonzalez for helping us with the figures.,,,Patrick Gonzalez,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719,15935012,We acknowledge the help of Mareike Engelberts in organizing data collection and collecting the data.,,,Mareike Engelberts,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1720,15935012,CK was supported by the German Research Foundation under the grant KR3433/2-1.,KR3433/2-1,German Research Foundation,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1721,15942818,""This work was supported by the SEE-ERA.NET project ThermalMapper under the Project Number ERA 14/01 [45] and the DAAD/MZOS Grant Thermal Perception, Mapping, and Exploration under the project ID 54367543."",ERA 14/01 [45]";"54367543,""SEE-ERA.NET project ThermalMapper";"DAAD/MZOS Grant Thermal Perception, Mapping, and Exploration"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1722,15944938,""This work was supported by the Hankuk University of Foreign Studies Research Fund and by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT, and Future Planning under Grant NRF-2017R1A2B2003496."",NRF-2017R1A2B2003496,""Basic Science Research Program";National Research Foundation of Korea (NRF);"Ministry of Science, ICT, and Future Planning"",,Hankuk University of Foreign Studies Research Fund ,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1723,15953216,This research was funded by the Fonds de recherche du Quebec - Nature et technologies (FRQNT) through the Team research project program (Grant no. PR-122269) and by the Natural Sciences and Engineering Research Council of Canada (NSERC) through the Discovery Grants Program (Grant nos. OPG 0293307 and OPG 0177174).,PR-122269;OPG 0177174;OPG 0293307,Natural Sciences and Engineering Research Council of Canada (NSERC);Discovery Grants Program;Fonds de recherche du Quebec - Nature et technologies (FRQNT),,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1724,15953216,We hereby sincerely thank both organizations for their support.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725,15965956,This publication [or project] was supported by Award Number UL1TR001876 from the NIH National Center for Advancing Translational Sciences.,UL1TR001876,NIH National Center for Advancing Translational Sciences,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1726,15965956,Its contents are solely the responsibility of the authors and do not necessarily represent the official views of the National Center for Advancing Translational Sciences or the National Institutes of Health.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1727,15967200,""We would like to thank the anonymous reviewers, Tony Nowatzki and the members of Vertical Research Group for their useful feedback on this work."",,,Tony Nowatzki,,,Vertical Research Group";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1728,15967200,""Support for this research was provided by NSF under the following grants CCF-1162215, CNS-1228782, CNS-1218432."",CNS-1218432";CNS-1228782;CCF-1162215,NSF,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1729,15993279,This work was supported by the grants of the National Natural Science Foundation of China (No. 71301024).,71301024,National Natural Science Foundation of China,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1730,15998099,""German Science Foundation (DFG), Grant/Award Number: FR 2677/4-1"",FR 2677/4-1,German Science Foundation (DFG),,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1731,16018457,""This research is part of a research project financed by the Office of the Secretary-General for Research, Development and Innovation, within Spain's Ministry for Economy and Finance [HAR2013-41010-P]."",HAR2013-41010-P,""Office of the Secretary-General for Research, Development and Innovation";"Spain's Ministry for Economy and Finance"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1732,16054316,This study was supported by the Natural Science Foundation of China under Grant numbers 51490675 and 51322903.,51322903;51490675,Natural Science Foundation of China,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1733,16054316,""Part of the research activity has been developed within the Project Area """"Applied Mathematics"""" of the Department of Engineering, ICT and Technology for Energy and Transport (DIITET) of the Italian National Research Council (CNR)."",,""Department of Engineering, ICT and Technology for Energy and Transport (DIITET)";"Italian National Research Council (CNR)"",,,,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1734,16054316,The authors would also like to thank the anonymous reviewers for the fruitful suggestions.,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1735,16085872,I thank the two anonymous reviewers for their helpful comments on an early draft of the paper.The study was supported by the National Science Council of ROC (NSC 99-2313-B-390-001-).,NSC 99-2313-B-390-001-,National Science Council of ROC,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1736,16099127,""We thank Barry Eichengreen, Takeo Hoshi and participants at the 2014 Bank of Korea International Conference and KIEP seminar for useful comments and suggestions."",,,Barry Eichengreen";Takeo Hoshi,,,2014 Bank of Korea International Conference and KIEP semina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
