MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
International Conference on Panel Data,8.0,Vienna University of Economics and Business (WU),27.0,Abt Associates Inc,2.0,NWO,43.0,In Choi,12
Royal Economics Society (RES),8.0,Georgia State University,27.0,Compass Lexecon,2.0,Generalitat de Catalunya,42.0,Tim Bollerslev,12
Religious Research Association (RRA),8.0,Institute for Education Sciences,27.0,"U-Haul International, Inc",2.0,FP7,42.0,Eric Cheung,12
2015 Social Policy Association,8.0,Faculty of Medicine,27.0,Chematics,2.0,Swedish Foundation for Humanities and Social Sciences,42.0,Angelica Sanchez,12
SHARE-PREP,8.0,Maastricht University,27.0,GESES Research Group,2.0,Basque Government,41.0,Dan Bogart,12
Open Science Framework,8.0,Copenhagen Business School,27.0,Connaught Fund,2.0,"National Institute on Disability, Independent Living, and Rehabilitation Research (NIDILRR",40.0,Shyon Baumann,12
TRUMP,8.0,Stellenbosch University,27.0,Health Utilities Inc.,2.0,CREATE,40.0,Jack Porter,12
CORE,8.0,College of Arts and Science,27.0,RAI Services Company,2.0,European Community's 7th Framework Programme,40.0,Clare Bambra,12
DCF,8.0,Bowling Green State University,26.0,Ngatikahu ki Whangaroa,2.0,Russian Scientific Foundation (RSCF),40.0,Debra Umberson,12
FIC,8.0,University of North Carolina-Chapel Hill,26.0,Associazione di Fondazioni e Casse di Risparmio Spa,2.0,Slovenian Research Agency,40.0,Adam Rosen,12
MIDUS I,8.0,University of Illinois at Chicago (UIC),26.0,Alere Inc,2.0,Natural Sciences and Engineering Research Council (NSERC) of Canada,40.0,Silvia Goncalves,12
United Kingdom Department for International Development (DFID),8.0,Griffith University,26.0,LMCP,2.0,German Academic Exchange Service (DAAD),39.0,Johannes Muhle-Karbe,12
CLAHRC SY,8.0,Hunter Medical Research Institute,26.0,Online Buddies Inc.,2.0,NORFACE,39.0,Heidi Williams,11
China Exchange Programme,8.0,College of Liberal Arts,26.0,Merck Company Foundation,2.0,Swiss National Science Foundation (SNSF),39.0,Jeremy Freese,11
NIDILRR,8.0,Ann Arbor,26.0,SuncorpMetway Ltd.,2.0,Ministry of Education Universities and Research of Italy (MIUR),39.0,Peter Hall,11
ECPA,8.0,Toulouse School of Economics,26.0,British Columbia Lottery Corporation,2.0,Russian Academic Excellence Project,39.0,Jesse Rothstein,11
A Longitudinal Study on the Effects of Preschool Program Quality on Children's Learning and Development Outcomes,8.0,Biology Department,26.0,Boies Schiller & Flexner LLP,2.0,Fonds de recherche du Quebec - Sante (FRQS),38.0,German Rodriguez,11
Medical Anthropology Quarterly,8.0,University of Defense,26.0,Lasse Tor Nielsen,2.0,National Institute of Diabetes and Digestive and Kidney Diseases,38.0,Knut,11
NICTA,8.0,University of South Africa,25.0,"Ayogo Games, Inc.",2.0,Volkswagen Foundation,38.0,Carolyn McLeod,11
Successful Adolescent Development Among Youth in High-Risk Settings,8.0,Linkoping University,25.0,Fondazione Cariplo,2.0,Institute for Education Sciences,38.0,Russell Davidson,11
DHHS,8.0,Fujian Normal University,25.0,Waikiki Health,2.0,South African National Research Foundation (NRF),38.0,Lisa Trierweiler,11
Human Dignity in the Context of Bioethics-China,8.0,Tsinghua University,25.0,Westgate Community Initiatives Group,2.0,British Heart Foundation (BHF),38.0,Derek Neal,11
INSEAD,8.0,Faculty of Animal Sciences,25.0,Fidelity Charitable Investments,2.0,US Department of Health and Human Services (HHS),38.0,Rosa Matzkin,11
Program of Excellence,8.0,American Association of University Women,25.0,Sechaba Consultants,2.0,Basic Science Research Program,38.0,Fabrizio Zilibotti,11
Census Bureau,8.0,University of East Anglia,25.0,Pozen Center,2.0,Polish Ministry of Science and Higher Education,38.0,Rob Alessie,11
Policy Research Programme,8.0,Singapore Management University,25.0,FACESMAP,2.0,Greenwall Foundation,37.0,Zaifu Yang,11
Southern Political Science Association,8.0,Duke Endowment,24.0,Toyota Motor Corporation,2.0,Wellcome Trust Strategic Award,37.0,Ronald Inglehart,11
Workplace Safety and Insurance Board of Ontario (WSIB),8.0,University of Manitoba,24.0,Vision One,2.0,US Army Research Office,37.0,Adam Slez,11
Parteneriat strategic pentru cresterea calitatii cercetarii stiintifice din universitatile medicale prin acordarea de burse doctorale si,8.0,Harvard School of Public Health,24.0,Caltrans,2.0,Australian Government Department of Health,37.0,Karsten Hank,11
What Shall We Have for Tea? Toward a New Discourse of Food Ethics in Contemporary Australia,8.0,Ontario Graduate Scholarships,24.0,ESRC-UK,2.0,Ministry of Education of China,37.0,Luis Bertola,11
EUROMOD,8.0,State University of New Jersey,24.0,ICF Macro,2.0,German Academic Exchange (DAAD),36.0,Taylor,11
CERGE-EI,8.0,Department of Spatial Science,24.0,NIASRA,2.0,European Community's Seventh Framework Programme (FP7/2010-2014),36.0,Albrecht Ritschl,11
National Bureau of Economic Research (NBER),8.0,Center for Family and Demographic Research,24.0,Worts Travel Funds,2.0,MOE (Ministry of Education in China) Project of Humanities and Social Sciences,36.0,Chris Hietikko,11
"Risk, Perception, and Response Conference",8.0,Universidad Carlos III de Madrid,24.0,VieCuri hospital,2.0,Robert Wood Johnson Foundation Health & Society Scholars Program,36.0,Bea Cantillon,11
Vanier Canada Graduate Scholarships,8.0,University Hospitals Bristol NHS Foundation Trust,24.0,Gale-Cengage Learning,2.0,HIV Center for Clinical and Behavioral Studies,36.0,Robert Crosnoe,11
Panel Study of Income Dynamics,8.0,Academy of Korean Studies,24.0,Sisters Network Inc.,2.0,Victorian Government's Operational Infrastructure Support Program,36.0,Jane Waldfogel,11
Statistics Canada,8.0,University of Lausanne,23.0,Jeroen Bosch hospital,2.0,Maudsley NHS Foundation Trust,35.0,Ron Smith,11
Social Indicator Research,8.0,European University Institute,23.0,"Walter R. McDonald & Associates, Inc.",2.0,Department of Health and Social care,35.0,James Stock,11
Social Forces,8.0,Huntsman Cancer Institute,23.0,Merck for Mothers,2.0,Seventh Framework Programme (FP7/2007-2013),35.0,Alfonso Herranz-Loncan,11
Fontainebleau-Gatinais biosphere reserve,8.0,UIUC,23.0,OraSure Technologies,2.0,Intramural Research Program,35.0,Christopher Wildeman,11
EEA-ESEM 2012,8.0,Uppsala University,23.0,Moon & Weidner,2.0,NIAID,35.0,John Campbell,11
Family Group Conferences,8.0,Chapel Hill,23.0,SAFEchild,2.0,"Japan Ministry of Education, Culture, Sports, Science and Technology",35.0,Eduard Ponarin,11
NORFACE Welfare State Futures,8.0,Charles University,23.0,HSBC Group Archives,2.0,Hong Kong Research Grants Council (RGC),35.0,Ylenio Longo,11
LOGG,8.0,Dalhousie University,23.0,Madden Media Inc.,2.0,Simons Foundation,35.0,Evan Roberts,11
PROSPERO,8.0,Faculty of Humanities and Social Sciences,23.0,Michael's Hospital,2.0,Health Research Council of New Zealand,35.0,Arunava Sen,11
Open Access Publishing,8.0,Guangxi University of Finance and Economics,23.0,Fondazione Cassa dei Risparmi di Forli,2.0,Ontario HIV Treatment Network (OHTN),34.0,Nick Manning,11
SOFI,8.0,University of Algarve,23.0,Altria Company,2.0,"Fundacao para a Ciencia e a Tecnologia, Portugal",34.0,Ruben Jimenez,11
LABEX CORTEX,8.0,University of Malaya Research Grant,23.0,Mars Petcare,2.0,Royal Society of New Zealand,34.0,Kevin O'Rourke,11
NORFACE: The Welfare State Futures Programme,8.0,"Loughborough University, UK",23.0,Gazprom Neft,2.0,Annie E. Casey Foundation,34.0,Gilles Duranton,11
Leishmaniasis in Suriname'),7.0,Tulane University,23.0,Pioneer Fund,2.0,5th Framework Programme,34.0,Paul DiMaggio,11
Uses and Abuses of Biology,7.0,University College Dublin,22.0,Suncor Energy Inc.,2.0,Natural Science Foundation of Jiangsu Province of China (NSFJPC),33.0,Robert Margo,11
2009 North American Winter Meetings of the Econometric Society,7.0,California State University,22.0,Korowai Aroha Trust,2.0,7th Framework program,33.0,Scott Schieman,11
Integrative Graduate Education and Research Traineeship (IGERT),7.0,Institute for Social and Economic Research (ISER),22.0,NRMA Motoring,2.0,Generalitat Valenciana (GVA),33.0,Amanda Gregg,10
ESRC-DFID,7.0,University of Illinois,22.0,Compagnia San Paolo,2.0,Russian Foundation for Basic Research (RFBR),33.0,Kim,10
COSTPOST,7.0,Wilfrid Laurier University,22.0,Compass Resource Management,2.0,Russian Federation,33.0,Herve Moulin,10
"Work, Family and Health Network",7.0,Johns Hopkins Bloomberg School of Public Health,22.0,Proteus,2.0,Korea Government (MSIT),33.0,Marianne,10
World Bank,7.0,Hitotsubashi University,22.0,El Pueblo Inc.,2.0,National Institute for Health Research (NIHR) Collaborations for Leadership in Applied Health Research and Care West Midlands,33.0,Jean-Marc Robin,10
Statistics Act,7.0,Leiden University Fund,21.0,Volvo Group,2.0,World Health Organization,33.0,Rachel Ankeny,10
Law & Society Association,7.0,Hankuk University of Foreign Studies Research Fund of 2018,21.0,Insurance Australia Group Ltd.,2.0,Spanish Ministry for Economy and Competitiveness,33.0,Chen,10
Brown Bag Seminar,7.0,Massey University,21.0,SAMCoT Partners,2.0,Alice Wallenbergs Foundation,33.0,Bjorn Gustafsson,10
National Epidemiologic Survey on Alcohol and Related Conditions,7.0,Oxford Martin School,21.0,Consultores Lda,2.0, Administration for Children and Families (ACF),33.0,Doug McAdam,10
Southern Economic Association,7.0,Osaka University,21.0,UCB,2.0,National Institute On Aging of the National Institutes of Health,32.0,Stefan Timmermans,10
StemBANCC,7.0,University of Regina,21.0,"NanoSafe, Inc.",2.0,"Ministry of Education, Science and Technology Development of Republic of Serbia",32.0,Jianxi Su,10
MMPI-2-RF,7.0,Temple University,21.0,Ancestry.com,2.0,Research Foundation of the State of Sao Paulo (FAPESP),32.0,Mary Brinton,10
Foundation for Research Support of the State of Rio de Janeiro (FAPERJ),7.0,Department of Communication,21.0,Twee Steden hospital,2.0,Ministry of Economy and Competitiveness of Spain,32.0,P. Brouwers,10
Labex MME-DII,7.0,Brigham Young University,21.0,Afrique One-ASPIRE,2.0,National Institute for Occupational Safety and Health (NIOSH),31.0,Catherine Moury,10
Title VIII Program,7.0,Cornell University in Ithaca,21.0,Shanghai YOOTU Cooperation,2.0,National Cancer Institute (NCI),31.0,Peter Bank,10
Professional Staff Congress,7.0,MOE Project of Key Research Institute of Humanities and Social Sciences at Universities,21.0,Halton Speak Out and Wellbeing Enterprises,2.0,HRSA,31.0,Katherine Smith,10
Western Economic Association International,7.0,University of Central Florida,21.0,Nederlandsche Bank,2.0,Strategic Research Council,31.0,Joshua Angrist,10
NBER Summer Institute,7.0,Pontificia Universidade Catolica,21.0,IRI,2.0,Finnish Work Environment Fund,31.0,Robert Sampson,10
Midwest Political Science Association,7.0,Colorado State University,20.0,Diurnal Ltd,2.0,Carolina Population Center,31.0,Shamus Khan,10
Agency for Healthcare Research and Quality (AHRQ),7.0,Umea University,20.0,Huawei Technologies Co. Ltd.,2.0,National Centre of Competence in Research,31.0,Bettina Meiser,10
II International Workshop in Practical Ethics: Bioethics and Human Enhancement,7.0,UCLA Graduate Division,20.0,Hout Bay Clinic,2.0,Australian Postgraduate Award,31.0,Mary Waters,10
UK Clinical Research Collaboration,7.0,San Diego State University,20.0,Philadelphia Mural Arts Associates,2.0,Alexander von Humbolt Foundation,30.0,Harvey James,10
Army Research Laboratory,7.0,Special Research Fund of Ghent University,20.0,NANA Corporation,2.0,Society for the Psychological Study of Social Issues (SPSSI),30.0,Aureo de Paula,10
Journeys Home,7.0,Nanyang Technological University,20.0,LekkerLangLeven,2.0,Croatian Science Foundation,30.0,Toru Kitagawa,10
2013 American Psychological Association,7.0,University of Houston,20.0,Consorzio di Bonifica di Capitanata,2.0,Ploughshares Fund,30.0,Jan Dhaene,10
Youth Development Study,7.0,Oslo,20.0,CanWell,2.0,Agency for Innovation by Science and Technology (IWT),30.0,Sara Goldrick-Rab,10
Fond de Recherche Quebecois sur la Societe et la Culture (FRQSC),7.0,University of the Basque Country,20.0,JBA Risk Management Ltd.,2.0,National Commission for Scientific and Technological Research (CONICYT),30.0,Thomas Crossley,10
FNRS,7.0,Nova Southeastern University,20.0,Precision Medicine Group,2.0,National Institute on Deafness and Other Communication Disorders,30.0,Deborah Gustafson,10
Economic History Seminar,7.0,Andrew W. Mellon Foundation,20.0,comScore,2.0,Templeton Foundation,30.0,Bettina Klaus,10
National Institute on Drug Abuse (NIDA),7.0,Institute of Advanced Studies,20.0,EKBY,2.0,MRC,30.0,Leah Boustan,10
Understanding Society,7.0,Faculty of Arts,20.0,Pork Limited,2.0,Research Grant Council of the Hong Kong Special Administrative Region,29.0,Michael Siegrist,10
American Society for the Prevention of Cruelty to Animals (ASPCA),7.0,Universite Libre de Bruxelles,20.0,Samsung Electronics Co. Ltd,2.0,Irish Research Council,29.0,Miguel Centeno,10
RCUK Energy Program,7.0,University of Gothenburg,20.0,Merck Sharp Dome,2.0,Federal Reserve System,29.0,Liangjun Su,10
NIHR SSCR,7.0,Max Planck Society,20.0,GDF Suez,2.0,Australian Research Council (ARC),29.0,Iddo Tavory,10
2016 State Politics and Policy Conference,7.0,Erasmus University Rotterdam,19.0,Europe Center,2.0,EA/Welsh Government,29.0,Hans-Joachim Voth,10
ECSR Conference 2017,7.0,Hongik University Research Fund,19.0,BoysTown,2.0,National Institute of Dental and Craniofacial Research (NIDCR),29.0,Cho,10
National Child Traumatic Stress Network (NCTSN),7.0,Academia Sinica,19.0,Illumina MiSeq,2.0,Fonds de recherche du Quebec - Societe et culture (FRQSC),29.0,Seema Shah,10
Global Health Bioethics Network,7.0,University of Western Ontario,19.0,ChangeLab Solutions,2.0,Office of Juvenile Justice and Delinquency Prevention (OJJDP),28.0,Arkadii Slinko,10
Juan de la Cierva,7.0,Newcastle University,19.0,Servicio Nacional de Meteorologia e Hidrologia del Peru (SENAMHI),2.0,"Dutch Ministry of Health, Welfare and Sport",28.0,Sante,10
CUPESSE (Cultural Pathways to Economic Self-Sufficiency and Entrepreneurship,6.0,University of Delaware,19.0,dunnhumby Limited,2.0,People Programme (Marie Curie Actions),28.0,Grigore T. Popa,10
LICSW,6.0,Tufts University,19.0,Sierra Mazateca,2.0,Australian Government Department of Health and Ageing,28.0,Adam Gamoran,10
SAET Conference 2015,6.0,Institute for Global Studies,19.0,Pearson Assessments,2.0,Ministerio de Ciencia e Innovacion,28.0,Bart Bonikowski,10
HSK,6.0,"University of Technology, Sydney",19.0,Stakeholder Group,2.0,Belgian Federal Science Policy Office (BELSPO),28.0,Nick Bloom,10
Sixth Italian Congress of Econometrics and Empirical Economics,6.0,Georgetown,19.0,Eli Lilly Ltd,2.0,European Science Foundation,28.0,Tae-Hwan Kim,10
Brocher,6.0,Trinity College Dublin,19.0,AgeUK,2.0,Open Society Foundation,28.0,Qi Li,10
14th European Workshop on Efficiency and Productivity Analysis,6.0,Institute for Employment Research (IAB),18.0,"Wounded Warrior Project, Inc.",2.0,National Science Council,28.0,Michele Lamont,10
CLARA,6.0,National University of Ireland,18.0,Keikaku Engineering Inc.,2.0,UK Medical Research Council (MRC),28.0,Christoph Rothe,10
Econometric Society,6.0,London School of Economics and Political Science,18.0,Derivative Partners,2.0,Quebec Health Research Fund (FRQS),27.0,Charles Ragin,10
BREATHER,6.0,NSERC Vanier Canada Graduate Scholarship,18.0,Sven Jerrings Fund,2.0,"Children's Bureau, Administration on Children, Youth and Families, Administration for Children and Families",27.0,Ryo Okui,10
Journal of Bioethical Inquiry,6.0,University of Texas Health Science Center,18.0,Dilico Anishinabek Family Care,2.0,Seventh Framework Programme,27.0,Martin Schweizer,10
Methods for Research Synthesis: A Cross-Disciplinary Approach,6.0,Faculty Development Fund,18.0,Ipsos Synovate Kenya,2.0,Office for National Statistics (ONS),27.0,Piotr Skowron,10
Employment of Best Young Scientists for International Cooperation Empowerment,6.0,Institut Universitaire de France,18.0,SVS,2.0,Conrad N. Hilton Foundation,27.0,Kay Cook,10
