MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
HowNutsAreTheDutch,6.0,University of Valencia,14.0,Associated Medical Supplies Co Ltd.,4.0,Agency for Innovation by Science and Technology (IWT),52,C. Fonseca,6.0
European Regional Development Fund (ERDF),6.0,McGill University,14.0,SilverCloud Health Ltd,4.0,Simons Foundation,52,J. Haueisen,6.0
SciTech - Science and Technology for Competitive and Sustainable Industries,6.0,Institute for Clinical Evaluative Sciences (ICES),14.0,Signal Hill Petroleum,4.0,ARO,52,P. P. Angelov,6.0
Armed Forces Institute of Regenerative Medicine (AFIRM),6.0,RWTH Aachen University,14.0,Nikon AG,4.0,Canadian Institute for Health Research (CIHR),51,Bharat Soni,6.0
"Algorithmics for MAssive and Networked DAta"")",6.0,INHA University Research Grant,14.0,MITRE Corporation,4.0,British Heart Foundation (BHF),51,Samuel Alper,6.0
Ultra High Quality Media Services,6.0,Peking University,14.0,Sanofi Pasteur,4.0,"Strategic Priority Research Program of the Chinese Academy of Sciences, China",51,A. Afzali-Kusha,6.0
IBM Faculty Award,6.0,Department of Earth Science and Engineering,14.0,Edanz Group,4.0,Innovation Key Program of Shanghai Municipal Education Commission,51,B. Li,6.0
TEMPEST,6.0,Shanghai Jiao Tong University,14.0,Compagnia di San Paolo,4.0,Bill and Melinda Gates Foundation,51,H. Huang,6.0
"34th Annual Meeting of the Society for Medical Decision Making, Phoenix",6.0,Swiss Federal Institute of Technology in Zürich (ETH Zurich),14.0,Longhua,4.0,Shandong Natural Science Funds for Distinguished Young Scholar,51,H. Yu,6.0
Multimedia Tools and Applications,6.0,National Human Genome Research Institute,14.0,Paladin Labs Inc,4.0,Ph.D. Programs Foundation of Ministry of Education of China,50,Liang Zhou,6.0
Ayudas para contratos predoctorales de Formacion del Profesorado Universitario FPU,6.0,Ocean University of China,14.0,Samsung electronics,4.0,German Academic Exchange (DAAD),50,Muhammad Khurram Khan,6.0
Software for Exascale Computing,6.0,University of Gothenburg,14.0,Toppan Printing Corporation,4.0,Fundamental Research Funds,50,Alfred P. Sloan Fellowship,6.0
"Operational Programme ""Competitiveness and Entrepreneurship",6.0,Harvard Medical School,14.0,Abbvie,4.0,Spanish,50,K.-S. Hwang,6.0
MicroLearn: Micropower Deep Learning,6.0,Faculty of Engineering,14.0,"Sigma Investments, LP",4.0,National Research Foundation,50,Wei Wang,6.0
"2014 Allerton Conference on Communication, Control, and Computing",6.0,University of Wollongong,14.0,ASCO,4.0,Australian Research Council Discovery,50,Dr Tang,6.0
Microsoft Azure Research Award,6.0,Tongji University,14.0,nVidia,4.0,Next-Generation Information Computing Development Program,49,Q. Ji,6.0
Grant-in-Aid for Scientific Research on Innovative Areas,6.0,University of Birmingham,14.0,P.O. Box,4.0,National Research Council of Argentina (CONICET),49,Bjorn Jespersen,6.0
CPER Data,6.0,High Performance Computing Center of Nanjing University,14.0,"Merck & Co, Inc",4.0,National Institute of Allergy and Infectious Diseases,49,W. Shen,6.0
VeriPol,6.0,Huaqiao University,14.0,Medisch Centrum Aarschot,4.0,"Ministry of Science and ICT, Korea",49,Z. Chen,6.0
Modeling Human Behavior with Fuzzy and Soft Computing Methods,6.0,Arizona State University,14.0,Catalan Broadcasting Corporation,4.0,"Ministry of Science, ICT",48,Dylan Small,6.0
Postgraduate Enterprise Partnership Scheme,6.0,North Carolina State University,14.0,Kantar Health,4.0,National Fund for Scientific and Technological Development (FONDECYT),48,Peter Achermann,6.0
Research Foundation – Flanders (FWO),6.0,Carlos III Health Institute,14.0,Disney Research,4.0,Basque Government,48,S. E. Shimony,6.0
985,6.0,Open Project of State Key Laboratory for Novel Software Technology at Nanjing University,14.0,Alpe d'HuZes,4.0,973 Program of China,48,Marco Dorigo,6.0
Consolidating Research Expertise and Resources on Cellular and Molecular Biotechnology at CEB/IBB,6.0,School of Medicine,14.0,GSK,4.0,Office of Science of the U.S. Department of Energy,47,Jaume Abella,6.0
Flemish Building Registry,6.0,UCLA Clinical and Translational Science Institute (CTSI),13.0,Boone NV,4.0,Natural Science Foundation of Jiangxi Province,47,P. Fiedler,6.0
NAMD,6.0,Lamar University,13.0,Philips Consumer Lifestyle,4.0,Swedish Foundation for Strategic Research (SSF),47,M. Zhou,6.0
ELLIIT,6.0,"University of California, Los Angeles (UCLA)",13.0,National Healthcare Group,4.0,NRF,47,D. A. Abbink,6.0
IRB,6.0,College of Computer and Information Sciences,13.0,Televic Healthcare,4.0,"Department of Science and Technology (DST), India",46,Mario Kruger,6.0
973 program),6.0,Case Western Reserve University,13.0,Texas Instruments,4.0,Jiangsu Collaborative Innovation Center on Atmospheric Environment and Equipment Technology (CICAEET),46,S. Cruces,6.0
Special Program for Applied Research on Super Computation of the NSFC-Guangdong Joint Fund,6.0,University of Tabriz,13.0,Ostensjo Ltd.,4.0,Semiconductor Research Corporation,46,Choon Ki Ahn.,6.0
SSPNet,6.0,Universiti Teknikal Malaysia Melaka (UTeM),13.0,DTE Energy,4.0,National Natural Science of China,46,Nil,6.0
Systems on Nanoscale Information fabriCs,6.0,Institut Universitaire de France,13.0,Suncor Energy Inc.,4.0,Fundamental Research Funds for State Key Laboratory of Synthetical Automation for Process Industries,46,Campion,6.0
CONSOLIDER INGENIO 2010 CSD2007-0004,6.0,Chern Institute of Mathematics,13.0,Sananet Care Ltd.,4.0,Foundation for Innovative Research Groups,46,Yinghui Zhang,6.0
IEEE/ACM TRANSACTIONS,6.0,Institute for Research in Fundamental Sciences (IPM),13.0,NASA,4.0,International Science and Technology Cooperation Program of China,46,J. Swan,6.0
Center for Advancing Electronics Dresden,6.0,Heinrich Heine University of Dusseldorf,13.0,Moai Technologies,4.0,National Institute for Biomedical Imaging and Bioengineering,46,Mauro Conti,6.0
"Guangxi ""Bagui"" Teams for Innovation and Research",6.0,Key University Science Research Project of Jiangsu Province,13.0,Home Movies-Archivio Nazionale del Film di Famiglia,4.0,United States Government,45,P. Shi.,6.0
Bioinformatics Resources and Applications Facility,6.0,University of Nottingham,13.0,Alibaba Cloud,4.0,National High-Tech Research & Development Program of China 863 Program,45,Dr. McCoy,6.0
ASR program,6.0,University of Alberta,13.0,"IDx, LLC",4.0,National Science Council,45,David Kleinfeld,6.0
ELCI,6.0,Taipei Medical University,13.0,Colgate-Palmolive Company,4.0,UK EPSRC,45,M. Last,6.0
Automatic System for Early Diabetic Retinopathy Detection by Retinal Digital Images Analysis,6.0,Chang Gung University,13.0,Saudi Electricity Company,4.0,Generalitat de Catalunya,45,H. Ishibuchi,6.0
JCYJ20160531192358466,6.0,Queen Mary University of London PhD,13.0,C-SPIN,4.0,National Basic Research Program (973 program) of China,45,J. Wachs,6.0
AIM@SHAPE Shape Repository,6.0,The Pennsylvania State University,13.0,IDEC,4.0,Higher Education Commission (HEC) of Pakistan,44,N.,6.0
NWO,6.0,University of Southampton,13.0,Deutsche Forschungsgemeinschaft,4.0,Greek national funds,44,Yi Wang,6.0
GO FAM,6.0,University of Adelaide,13.0,Unilever,4.0,Italian Ministry of Education,44,Catarina Brites,6.0
TASSEL,6.0,University of Aberdeen,13.0,Mobile. Net Safety Committee Group,4.0,General Program of National Natural Science Foundation of China,44,Sarah Iribarren,6.0
Design of Environments for Ageing,6.0,NIHR Cambridge Biomedical Research Centre,13.0,Maastricht Instruments Ltd.,4.0,China Postdoctoral Science Foundation Special Funded Project,44,S. K. Pal,6.0
Youth Innovation Promotion Association CAS,6.0,Faculty Research Grant of the Hong Kong Baptist University,13.0,"Abt Associates, Inc.",4.0,National Key Technology R&D Program,43,G. Ge,6.0
ONR,6.0,University of East Anglia,13.0,Telus Mobility,4.0,European Community,43,Malay K. Kundu,6.0
2016 IEEE International Symposium on Multimedia (ISM 2016,6.0,Max Planck Center for Visual Computing and Communications,13.0,Vision Media,4.0,Defense Advanced Research Projects Agency (DARPA),43,H. Khotimah,5.0
MindBytes,6.0,Department of Biomedical Informatics,12.0,NTT DoCoMo,4.0,National Aeronautics and Space Administration (NASA),43,M. Lin,5.0
SPARX,6.0,University of Liverpool,12.0,Televic NV,4.0,National Science Council of the Republic of China,42,C. Cao,5.0
CCP-SAS,6.0,Universite Lyon 1,12.0,UoE HPCx Ltd,4.0,Fok Ying Tung Education Foundation,42,X. Chen,5.0
ANANUM,6.0,"Harbin Institute of Technology, Weihai",12.0,Synopsys Corporation,4.0,Singapore Ministry of Education,42,A. Avogaro,5.0
Virtual E-Coaching and Storytelling Technology for Post-Traumatic Stress Disorder,6.0,Xiamen University,12.0,MathWorks,4.0,Thailand Research Fund (TRF),42,James M. Meza,5.0
CINECA,6.0,Technical University of Munich,12.0,Regione Sardegna,4.0,Royal Society,42,Meaghan Bowthorpe,5.0
PRA 2016,6.0,University of Ljubljana,12.0,Virtech Ltd,4.0,"Japan Ministry of Education, Culture, Sports, Science and Technology",42,H. Tse,5.0
Marvin package,6.0,Bartin University,12.0,"Samsung Electronics, Inc.",4.0,National Basic Research Program,42,Sven Apel,5.0
Early Researcher Award,6.0,"Nankai University, Tianjin, China",12.0,CINECA,4.0,NLM,42,Phil Gooch,5.0
Open Government Data for Business Service Model Proof on Whole Life Cycle Care,6.0,Nanjing University of Aeronautics and Astronautics),12.0,Spirig AG,4.0,National Center for Advancing Translational Sciences of the National Institutes of Health,42,H. Li,5.0
Health Workforce Department,6.0,Kasetsart University Research and Development Institute,12.0,Joint Industry Partners,4.0,"National High Technology Research and Development Program (""863"" Program) of China",41,Vrgoc,5.0
Security Horizons,6.0,Universite Libre de Bruxelles,12.0,Zeeland (GGD Zeeland),4.0,GRF,41,Mark Harman,5.0
Collaboratory on Mathematics for Mesoscopic Modeling of Materials project,6.0,Fujian Normal University Innovative Research Team,12.0,Intelligent Systems Center,4.0,Ministry of Science and Technology of the People's Republic of China,41,Tommaso Melodia,5.0
Program for Changjiang Scholars,6.0,Institute of Computing Technology (ICT),12.0,Cochrane Airways Group,4.0,Department of Energy,41,Jan DeGross,5.0
Content Centric Networking: Security and Privacy Issues,6.0,University Medical Center,12.0,Cars Homes,4.0,Spanish Ministry of Education,41,Pieter Peers,5.0
IT Center for Science Ltd,6.0,University of Stuttgart,12.0,Infosys Ltd,4.0,Spanish Ministry of Science and Technology (MICYT),41,H. Liu,5.0
IEEE MultiMedia,6.0,Jimei University,12.0,Rolls-Royce Marine,3.0,Department of Defense,41,V. Bolon-Canedo,5.0
Optique,6.0,Brown University UTRA,12.0,Volvo Car Corporation,3.0,Program for New Century Excellent Talents in University,41,Jhih-Bin Guo,5.0
NIDDK Central Repositories,6.0,Purdue University,12.0,DLM,3.0,DOE,40,Lee Ann Yasukawa,5.0
COMET program,6.0,Chapel Hill,12.0,Lucy Software,3.0,Doctoral Program of Higher Education of China,40,M. K. Tiwari.,5.0
OSLO,6.0,Universidad Nacional del Sur,11.0,Activision,3.0,National Cancer Institute/National Institutes of Health,40,Shouhuai Xu,5.0
LABEX PRIMES,6.0,"University of Berne, Switzerland",11.0,"Royal Medical Services, Jordan",3.0,Deanship of Scientific Research (DSR),40,Debargha Mukherjee,5.0
PQCRYPTO,6.0,Institute for Medical Research,11.0,Paradigms Group,3.0,China National Funds for Distinguished Young Scientists,40,M. Forti,5.0
Linked Open Data,6.0,University of Iowa,11.0,PANGAEA,3.0,Flemish Government,39,A. Joy Mvera,5.0
NOTUR,6.0,Konkuk University,11.0,"Amplicode, Inc",3.0,Catalan Government,39,Henrik Gezelius,5.0
ICT COST Action IC1406 High-Performance Modelling and Simulation for Big Data Applications,6.0,Hohai University,11.0,BoringSSL,3.0,Sao Paulo Research Foundation (FAPESP),39,Adam J. Schwarz,5.0
OASIS Health,6.0,Hanyang University,11.0,Conklin Kistler family fund,3.0,"National Science Foundation, USA",39,W. Hipel,5.0
Discovery Accelerator Supplement,6.0,University of New South Wales,11.0,Altmetric.com,3.0,"Ministry of Education, Youth and Sports of the Czech Republic",39,Sen-Ching Samson Cheung,5.0
BioHealth - Biotechnology and Bioengineering approaches,6.0,Universidad de Concepcion,11.0,Stratasys Ltd.,3.0,Spanish Ministry of Economy and Competitiveness MINECO,39,Didier Blanot,5.0
INREDIS,6.0,University of Luxembourg,11.0,Raisecom Corporation,3.0,Polish National Science Center MIXAR,38,Y. Lee,5.0
Aim for the Top University Plan,6.0,Turku University Central Hospital,11.0,"Macronix International Co., Ltd.",3.0,"Ministry of Education, Science and Technology Development of Republic of Serbia",38,H. Tan,5.0
Grant-in-Aid for Young Scientists (B),6.0,Chonbuk National University,11.0,XiTrust Secure Technologies,3.0,"Key Research Program of Frontier Sciences, CAS",38,Alex X. Liu.,5.0
Fapemig,6.0,Massey University,11.0,Alliance Health,3.0,National High-tech R&D Program,38,Tanya Podchiyska,5.0
UMLS,6.0,Scientific Research Foundation of Jimei University,11.0,Proctor & Gamble Company,3.0,973 Program,38,A. S. Keuroghlian,5.0
iSante,6.0,Alzheimer's Disease Cooperative Study,11.0,Raytheon Web Solutions,3.0,National Institute for Health Research (NIHR) Biomedical Research Centre,38,Giuseppe Persiano,5.0
American Medical Association (AMA),6.0,National Cheng Kung University,11.0,Petrobras,3.0,China,38,Yong Xu.,5.0
"Managing Trust and Coordinating Interactions in Smart Networks of People, Machines and Organizations",5.0,Chongqing University,11.0,Docomo,3.0,National Library of Medicine of the National Institutes of Health,38,Nils Brede Moe,5.0
"Grant-in-Aid for Scientific Research on Innovative Areas ""Molecular Robotics",5.0,University of Tasmania,11.0,Polo delle Scienze e delle Tecnologie of Universita degli Studi di Napoli,3.0,"Shandong Provincial Natural Science Foundation, China",38,V. Loia,5.0
ARCHER,5.0,Teacher Scientific Research Staring Foundation of Liaoning University of Technology,11.0,Rockwell Collins,3.0,Extreme Science and Engineering Discovery Environment (XSEDE),37,Dr Turer,5.0
Priority Issue on Post-K computer,5.0,Landau University,11.0,Compute Canada,3.0,Open Project Program of the State Key Lab of CAD&CG,37,Andreja Kovac,5.0
CompBioMed project,5.0,Anhui University,11.0,FJVA,3.0,People Programme (Marie Curie Actions),37,J. Luo,5.0
Data61,5.0,Johns Hopkins Bloomberg School of Public Health,10.0,Progetti di Ricerca di Rilevante Interesse Nazionale (PRIN) Bando 2015,3.0,Cancer Research UK (CRUK),37,C. Tang,5.0
INRIA ALADDIN,5.0,"University of Technology, Sydney",10.0,Boeing Co.,3.0,Gordon and Betty Moore Foundation (GBMF),37,Peter Tay,5.0
Connected Health Early-stage researcher Support System (CHESS ITN),5.0,University of Waikato,10.0,Autodesk,3.0,"National Science Foundation for Distinguished Young Scholars, China",37,P. Radeva,5.0
SYNERGASIA,5.0,Regents of the University of California,10.0,"Sony Mobile Communications,",3.0,Robert Wood Johnson Foundation (RWJF),36,J. Gao,5.0
H2020 Project EUROBENCH,5.0,Universidad de Panama,10.0,Kodak,3.0,National Key Research & Development Program of China,36,Y. Lu,5.0
GREDOS,5.0,Indian Institute of Technology Ropar,10.0,Infineon Technologies Austria AG,3.0,Shanghai Pujiang Program,36,Jun Wang,5.0
SAP HANA,5.0,University of Amsterdam Museum,10.0,Dipartimento di Ingegneria dell'Universita degli Studi di Perugia,3.0,IITP (Institute for Information & communications Technology Promotion),36,J. J.,5.0
"Investments for the future"" Programme IdEx Bordeaux-LAPHIA",5.0,Department of Informatics,10.0,Wipro Limited,3.0,Scientific Research Foundation for the Returned Overseas Chinese Scholars,36,I. Sartzetakis,5.0
NICE,5.0,IIT Kharagpur,10.0,Telus Communications Inc,3.0,National 863 Program,36,Z. Lin,5.0
2009 50th Annual IEEE Symposium on Foundations of Computer Science (FOCS'09),5.0,Faculty of Science,10.0,Renault Group,3.0,Council of Scientific and Industrial Research (CSIR),36,C. Ding,5.0
VESTA,5.0,Implementation Research Institute (IRI),10.0,Transferencia e Innovacion,3.0,"National Heart, Lung, and Blood Institute of the National Institutes of Health",36,W. Zhou,5.0
IMPART,5.0,Faculty Research Cluster Program,10.0,Softhouse Consulting Baltic,3.0,Austrian Science Fund,36,Filipa Nogueira,5.0
"Translational Imaging, Exploratory and Program Medicine",5.0,University of Calcutta,10.0,Bungie,3.0,government of India,36,Q. Shen,5.0
Development of Application Program Optimization Tools for High Performance Computing Systems,5.0,Nagoya University,10.0,Intel Corp.,3.0,"Ministry of Education, Culture, Sport, Science, and Technology, Japan (MEXT)",35,Zhu,5.0
