MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
Education and Lifelong Learning,16.0,American University,51.0,"Delta Waterfowl, Inc",3.0,Belgian Federal Science Policy Office (BELSPO),47.0,Toni Whited,28
Federal Reserve Bank of New York,16.0,University of Lausanne,51.0,Merck Sharp Dome,3.0,Swedish International Development Cooperation Agency,47.0,Peter Christoffersen,28
2015 Annual Conference,16.0,Institute for Social and Economic Research (ISER),51.0,SEASTEMA S.p.A.,3.0,Polish Ministry of Science and Higher Education,47.0,Bruno Jullien,28
Eurostat,16.0,Haas School of Business,51.0,Concord Pacific Satellite Technologies Limited,3.0,Spencer Foundation,46.0,Ben Olken,28
Population Association of American (PAA),16.0,University of Edinburgh,51.0,Loowatt Ltd,3.0,Australian Research Council (ARC),46.0,Dave Donaldson,28
VATT,16.0,Hebrew University of Jerusalem,51.0,Fama-Miller Center,3.0,U.S. Department of Transportation,46.0,Manuel Arellano,28
ASSA Meetings,16.0,University of Waterloo,51.0,Trillium Corporation,3.0,Norwegian Agency for Development Cooperation,46.0,Fuhito Kojima,28
CEPREMAP,16.0,Universite de Montreal,50.0,Barrick Gold,3.0,Federal Reserve Bank of New York,46.0,Petra Todd,28
COMPETE Project,16.0,Dartmouth College,50.0,Siemens,3.0,Danish Council for Strategic Research,46.0,Kai Konrad,28
Utah Winter Finance Conference,16.0,Universidad de los Andes,49.0,Thousand Oaks,3.0,U.S. Government,46.0,Hanming Fang,28
European Finance Association Annual Meeting,16.0,University of Missouri,49.0,Moody's Investors Service,3.0,German Academic Exchange (DAAD),45.0,Luigi Zingales,28
CORE,16.0,University of Iowa,49.0,Ipsos Synovate Kenya,3.0,Government of Canada,45.0,Jonathan Wright,27
US Commodity Futures Trading Commission (CFTC),15.0,Durham University,49.0,Hofstede Center at Itim International,3.0,Specialized Research Fund for the Doctoral Program of Higher Education of China,45.0,Phil Reny,27
IIOC,15.0,University of Texas Dallas,49.0,HMRC Datalab,3.0,"Japan Ministry of Education, Culture, Sports, Science and Technology",45.0,Leonid Kogan,27
2011 Financial Management Association Meetings,15.0,Washington State University,48.0,Gurobi Optimization,3.0,Smith Richardson Foundation,45.0,Mark Rosenzweig,27
United Kingdom Department for International Development (DFID),15.0,Nova School of Business and Economics,48.0,Accenture,3.0,Marcus Wallenberg Foundation,45.0,Awudu Abdulai,27
IESE,15.0,Chapman University,48.0,Wan Yan of Knowledge Networks,3.0,"US Department of Agriculture, Economic Research Service",45.0,Michael Devereux,27
LAOP project,15.0,The Wharton School of the University of Pennsylvania,48.0,Mitsui Life Financial Center,3.0,Bank of Spain,45.0,Huang,27
2013 Academy of Management Annual Meeting,15.0,Program for Innovative Research Team of Shanghai University of Finance and Economics,47.0,Statoil do Brasil Oleo e Gas Ltda.,3.0,German Federal Ministry for Economic Cooperation and Development (BMZ),45.0,Reyer Gerlagh,27
French Environment and Energy Management Agency (ADEME),15.0,University,47.0,Fapesp,3.0,Polish National Science Centre,45.0,Costas Meghir,27
Basic Survey of Japanese Business Structure and Activities,15.0,SKK Graduate School of Business,47.0,TUBITAK,3.0,Fond de Recherche Quebecois sur la Societe et la Culture (FRQSC),44.0,Matthew Jackson,27
Centre on Innovation and Energy Demand (CIED),15.0,National Cheng Kung University,47.0,Millennium Challenge Corporation,3.0,German Science Foundation (DFG),44.0,Stuart Rosenthal,27
ESA conference,15.0,Massey University,47.0,"Fondazione Eni Enrico Mattei, Milan headquarters",3.0,Swiss National Science Foundation (SNSF),44.0,Xiaohong Chen,27
29th Annual Conference,15.0,Ghent University,47.0,Almirall,3.0,Federal Reserve Bank of Atlanta,44.0,Yu,27
Agency for Healthcare Research and Quality (AHRQ),15.0,University of Southern California (USC) ,47.0,Neighbor Grocery LLC,3.0,International Growth Centre,44.0,Camille Landais,27
World Bank Economic Review,15.0,University of Southern Denmark,47.0,Markit Group,3.0,Japan Society for the Promotion of Science (JSPS) Grant-in-Aid for Scientific Research,43.0,Nicola Pavoni,27
2014 Contemporary Accounting Research Conference,14.0,Imperial College,47.0,Compagnia di San Paolo,3.0,FP7,43.0,Richard Tol,27
Midwest Finance Association,14.0,University of Kentucky,47.0,Bruegel,3.0,Chinese ministry of education,43.0,David Yermack,27
"Economic Research Service, Food and Nutrition Service",14.0,"Research Institute of Economy, Trade and Industry (RIETI)",46.0,Banca Intesa Sanpaolo,3.0,Government of the Russian Federation,43.0,Christian Hellwig,27
Knowledge for Change Program,14.0,Shanghai Jiao Tong University,46.0,Motion Power Media Limited,3.0,"Ministry of Education, Science and Technology Development of Republic of Serbia",43.0,Frederic Docquier,26
"Using FoodAPS for Research in Diet, Health, Nutrition, and Food Security",14.0,Academy of Management,46.0,IFFCO-Tokio General Insurance Co. Ltd.,3.0,USDA Agriculture and Food Research Institute (AFRI),43.0,Tom Sargent,26
Initiative on Global Markets,14.0,North Carolina State University,45.0,HarvestPlus,3.0,Ford Foundation,43.0,Dimitri Vayanos,26
14th INFINITI Conference on International Finance,14.0,University of Nebraska,45.0,PhilRice,3.0,European Union's Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie,42.0,Denis Gromb,26
2015 ASSA Meetings,14.0,Universidad Carlos III de Madrid,45.0,Hayward Medical Communications,3.0,United States Department of Agriculture,42.0,Ben Golub,26
2013 Northeast Universities Development Consortium Conference,14.0,Sun YatSen University,45.0,comScore,3.0,Laura and John Arnold Foundation,42.0,Klaus Adam,26
IGIDR,14.0,Tulane University,45.0,Eni Norge AS,3.0,Banque de France,42.0,Flavio Cunha,26
MISURA,14.0,Columbia Business School,45.0,NFP,3.0,National Funds,42.0,David McKenzie,26
2015 AEA meetings,14.0,Nova Southeastern University,44.0,Ofgem,3.0,Ministry of Education - Singapore,42.0,Gordon Dahl,26
Industry Advisory Board (IAB),14.0,Penn State,44.0,AngloGold Ashanti,3.0,French Government,42.0,Matin Qaim,26
EAERE,14.0,Georgetown,44.0,Nature and Ecosystem Services,3.0,Swiss Finance Institute,42.0,Oliver Hart,26
2012 Royal Economic Society Annual Conference,14.0,Faculty of Economics and Management,44.0,Transparency International,3.0,Centre for the Microeconomic Analysis of Public Policy at IFS,41.0,Joachim Winter,26
2009 North American Winter Meetings of the Econometric Society,14.0,HEC Paris,44.0,AMRO,3.0,International Development Research Center,41.0,Alain de Janvry,26
23rd Symposium of the Society for Nonlinear Dynamics and Econometrics,14.0,Federal Reserve Bank of St. Louis,44.0,Inuvialuit Regional Corporation (Community Development Division),3.0,Ministry of Education of the People's Republic of China,41.0,Jerome Detemple,26
7th Annual SoFiE Conference,14.0,Wharton,44.0,Stock Exchange Archives,3.0,FCT/MEC,41.0,Ralph Koijen,26
2013 Southern Economic Association meeting,14.0,DIW Berlin,44.0,eToro,3.0,Humanity and Social Science Youth foundation of Ministry of Education,41.0,Andy Skrzypacz,26
Best Paper awards,14.0,University of Patras,43.0,Allgauer Uberlandwerk GmbH,3.0,Australian Government Research Training Program Scholarship,41.0,Al Roth,26
Scientific Research Program of National Relevance 2010,14.0,University of Geneva,43.0,EDF Energy Renewables TOWF,3.0,US Social Security Administration,40.0,John Leahy,26
Economic Modelling,14.0,University of Padova,43.0,"Resource Systems Group, Inc.",3.0,"Swedish Research Council for Health, Working Life and Welfare",40.0,Michael Carter,26
Banco de Espana,14.0,Universite catholique de Louvain,43.0,Environmental Footprint Solutions - Global Environmental Technology Center,3.0,Ministry of Economy and Competitiveness of Spain,40.0,Jeffrey Smith,26
MATLAB,13.0,University of Illinois at Chicago (UIC),42.0,Network Administrator,3.0,Government of Catalonia,40.0,Penny Goldberg,26
HMSO,13.0,University of Surrey,42.0,Quintiles,3.0,NHS,40.0,Andrea Prat,26
Pharmaco.Economics,13.0,University of Delaware,42.0,Illumina MiSeq,3.0,Volkswagen Foundation,40.0,Richard Udry,25
Data Archive,13.0,University College Dublin,41.0,Lockheed Martin,3.0,People Programme (Marie Curie Actions),40.0,Barbara Entwisle,25
ESA,13.0,University of Algarve,41.0,Handelsbankens forskningsstiftelser,3.0,Government of Spain,40.0,Franklin Allen,25
Design and Behavior,13.0,Nanjing Agricultural University in China,41.0,Co-op Tokyo,3.0,Fogarty International Center,40.0,Sousa,25
British Household Panel Survey (BHPS),13.0,University of Birmingham,41.0,Parco Agricolo Sud Milano,3.0,Giannini Foundation of Agricultural Economics,40.0,Yakov Amihud,25
HKIMR,13.0,University of Tasmania,41.0,Finansinspektionen,3.0,Czech National Bank,39.0,Alessandro Lizzeri,25
X Workshop on Empirical Research in Financial Accounting,13.0,University of Exeter,41.0,Distribution Technology,3.0,Fondecyt,39.0,Vincent Crawford,25
PRIN,13.0,Said Business School,41.0,Daimler,3.0,Russian Scientific Foundation (RSCF),39.0,Guido Lorenzoni,25
CEA,13.0,Yonsei University,41.0,Facebook,3.0,IZA,39.0,Asim Khwaja,25
HTA programme website,13.0,Waseda University,41.0,Xianming Sun,3.0,EuroQol Research Foundation,39.0,John Cochrane,25
Human Capital and Economic Opportunity Global Working Group,13.0,Wageningen University,41.0,Munich Reinsurance Company,3.0,China Health and Nutrition Survey (CHNS),39.0,Marco Pagano,25
Federal Reserve Bank of San Francisco,13.0,University of Heidelberg,41.0,EcoMetrix Solutions Group,3.0,National Social Science Fund,39.0,Whitney Newey,25
2015,13.0,Hanyang University,41.0,"Pay and Save, Inc.",3.0,Institute for New Economic Thinking (INET),39.0,Matthew Shapiro,25
Research Training Group 1613,13.0,Faculty of Business and Economics,41.0,Biotope,3.0,Volvo Research and Educational Foundations (VREF),39.0,Danny Yagan,25
SHARELIFE,13.0,Hebrew University,40.0,Agropolis International,3.0,Federal Reserve Bank of Minneapolis,39.0,Andrew Patton,25
ESPA,13.0,"University of California, Santa Barbara",40.0,Vattenfall,3.0,Royal Economics Society (RES),39.0,Dirk Engelmann,25
Grant-in-Aid for Young Scientists (B),13.0,University of Colorado Boulder,40.0,NYSE,3.0,Major Program of National Social Science Foundation of China,38.0,David Stromberg,25
European Bank for Reconstruction and Development (EBRD),13.0,Institute for Global Studies,40.0,GfK Consumerscan,3.0,Science Foundation Ireland,38.0,Lee,25
LBS,13.0,University of Houston,40.0,RCUK Energy,3.0,Ministry of Science and Innovation,38.0,Francesco Caselli,25
HECER,13.0,Sungkyunkwan University,40.0,Veitch Lister Consultancy,3.0,Bank of Italy,38.0,Wu,25
2013 CSAE Conference in Oxford,13.0,University of Colorado,40.0,Norsk Scania AS,3.0,Youth Innovation Promotion Association of the Chinese Academy of Sciences,38.0,Marianne,25
4th World Congress of the Game Theory Society,13.0,Brigham Young University,40.0,"UChicago Argonne, LLC",3.0,Hong Kong's Research Grant Council,38.0,Burton Hollifield,25
Statistics Norway,13.0,University of Oklahoma,39.0,RTI International,3.0,Natural Sciences and Engineering Research Council (NSERC) of Canada,38.0,Matthias Doepke,25
"Investissements d'Avenir"" Program",13.0,Imperial College London,39.0,InterAmerican Development Bank,3.0,International Development Research Centre of Canada (IDRC),37.0,Martin Ravallion,25
French Agricultural Research Centre for International Development (CIRAD),13.0,University of Western Ontario,39.0,NanoNextNL,3.0,Bank for International Settlements (BIS),37.0,Eric Renault,25
2013 Paris Financial Management Conference,13.0,Tsinghua University Initiative Scientific Research Program,39.0,FAPEMIG,3.0,NWO,37.0,Jesus Fernandez-Villaverde,25
Toyota International Centres for Economics and Related Disciplines (STICERD),12.0,Kellogg School of Management,39.0,FEEM,3.0,European Commission's 7th Framework Programme,37.0,Rohini Pande,25
Economic Science Association,12.0,Fujian Normal University,38.0,Kamewa Shouten Co. Ltd.,3.0,"CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS)",37.0,Jerome Adda,25
2016 American Accounting Association,12.0,Freie Universita Berlin,38.0,Kantar Media,3.0,Slovak Research and Development Agency (SRDA),37.0,Amitabh Chandra,25
Michigan Retirement Research Center (MRRC),12.0,Xiamen University Flourish Plan Special Funding,38.0,Wells Fargo Advantage Funds,3.0,National Natural Science of China,36.0,Andreas Lange,25
2013 WFA Meeting,12.0,Emory University,38.0,Astra Zeneca,3.0,National Institute of Mental Health (NIMH),36.0,Hans Degryse,25
IFAU,12.0,University Transportation Centers,38.0,Wells Fargo Bank,3.0,National Science Fund for Distinguished Young Scholars,36.0,Jiuh-Biing Sheu,24
LAMP,12.0,Oxford Martin School,38.0,NITI Aayog,3.0,Canadian Research Data Centre Network (CRDCN),36.0,Paola Giuliano,24
Southern Finance Association Annual Meeting,12.0,University of Palermo,38.0,Tropenbos International Ghana,3.0,Natural Science Foundation of Heilongjiang Province,36.0,Michael Jansson,24
2015 Annual Meeting of the Southern Economic Association,12.0,Collegio Carlo Alberto,38.0,Central,3.0,National Cancer Institute,36.0,Torben Andersen,24
Western Finance Association 2011 Meeting,12.0,University of Helsinki,37.0,Bank of America Merrill Lynch,3.0,Canadian Institute of Health Research (CIHR),36.0,Erik Hurst,24
MWIEDC,12.0,Notre Dame,37.0,Left-BankWater Users Associations,3.0,Finnish Funding Agency for Innovation),35.0,Francois Bourguignon,24
Innovations for Poverty Action,12.0,Baruch College,37.0,Deere & Company,3.0,ARC,34.0,Frank Schorfheide,24
Pacific Conference for Development Economics,12.0,Complex Engineering Systems Institute,37.0,Systembolaget,3.0,"UK Engineering and Physical Sciences Research Council (EPSRC)""",34.0,Magne Mogstad,24
47th Annual Conference of the Canadian Economic Association,12.0,Shantou University,37.0,Zahidul Hassan of Data Analysis and Technical Assistance Ltd.,3.0,Bank of Korea (BOK),34.0,Gadi Barlevy,24
Verein fur Socialpolitik,12.0,King's College London,37.0,Innosuisse,3.0,Operational Programme for Competitiveness Factors (COMPETE),34.0,Hugo Hopenhayn,24
2013 Royal Economic Society Conference,12.0,"Goethe University, Frankfurt am Main",37.0,ExxonMobil Upstream Research Company,3.0,Finnish Funding Agency for Technology and Innovation (Tekes),34.0,Daniel Paravisini,24
AgMIP,12.0,Trinity College Dublin,36.0,Sandia Corporation,3.0,Federal Government,34.0,Orazio Attanasio,24
2014 World Finance Conference,12.0,UCSD,36.0,GE Healthcare,3.0,"Ministry of Education, Youth and Sports of the Czech Republic",34.0,Ariel Burstein,24
INTEGRAL,12.0,Harvard Kennedy School,36.0,Fondazione Cassa di Risparmio di Cuneo,3.0,Agriculture and Food Research Initiative Competitive Grant,34.0,Luigi Guiso,24
International Conference on Computing in Economics and Finance,12.0,Enaudi Institute of Economics and Finance,36.0,"Computers for Classrooms, Inc.",3.0,Research Center SAFE,33.0,Jean-Marc Robin,24
Bank of Korea (BOK),12.0,Texas A&M,36.0,Sanofi Aventis,3.0,Research Grant Council of the Hong Kong Special Administrative Region,33.0,Tao Zha,24
ERIA,12.0,Program for Innovation Research in Central University of Finance and Economics,36.0,Vinnova,3.0,"Natural Science Foundation of Liaoning Province, China",33.0,Eric French,24
SAET conference,12.0,Faculty of Economics,36.0,Deutschland GmbH,3.0,MacArthur Foundation,33.0,Patrick Kline,24
Interuniversity Attraction Pole,12.0,Bank of Canada,36.0,ING Bank,3.0,Australian Government Department of Foreign Affairs and Trade (DFAT),33.0,Peter Arcidiacono,24
Banca d'Italia,12.0,Mississippi State University,36.0,Precision Medicine Group,3.0,"Romanian National Authority for Scientific Research and Innovation, CNCS - UEFISCDI",33.0,Maitreesh Ghatak,24
Sea Trial Analysis (STA),12.0,Institute of Management Research,35.0,Weather Company (IBM),3.0,Fondation pour les Etudes et Recherches sur le Developpement International,33.0,Joachim Voth,24
